        0.0000  -1.345520   0.271509  -1.074011 
        5.0000  -1.399907   0.326317  -1.073590 
       10.0000  -1.382476   0.310145  -1.072330 
       15.0000  -1.390439   0.332356  -1.058082 
       20.0000  -1.366292   0.302665  -1.063626 
       25.0000  -1.396763   0.327933  -1.068830 
       30.0000  -1.373033   0.267084  -1.105948 
       35.0000  -1.391539   0.289804  -1.101735 
       40.0000  -1.358492   0.252716  -1.105777 
       45.0000  -1.428582   0.327511  -1.101071 
       50.0000  -1.374266   0.280221  -1.094045 
       55.0000  -1.341250   0.246786  -1.094464 
       60.0000  -1.349475   0.250606  -1.098869 
       65.0000  -1.432530   0.310575  -1.121955 
       70.0000  -1.397337   0.235405  -1.161932 
       75.0000  -1.439615   0.285493  -1.154123 
       80.0000  -1.467425   0.319000  -1.148425 
       85.0000  -1.479997   0.310127  -1.169870 
       90.0000  -1.442421   0.281218  -1.161203 
       95.0000  -1.432101   0.313131  -1.118970 
      100.0000  -1.400728   0.263495  -1.137233 
      105.0000  -1.424133   0.284538  -1.139595 
      110.0000  -1.407961   0.270209  -1.137752 
      115.0000  -1.431252   0.317630  -1.113622 
      120.0000  -1.405156   0.318775  -1.086381 
      125.0000  -1.375215   0.296207  -1.079008 
      130.0000  -1.410569   0.300248  -1.110321 
      135.0000  -1.393785   0.286972  -1.106813 
      140.0000  -1.361534   0.268845  -1.092689 
      145.0000  -1.351252   0.256084  -1.095168 
      150.0000  -1.388900   0.308975  -1.079924 
      155.0000  -1.324573   0.247668  -1.076905 
      160.0000  -1.317403   0.276095  -1.041308 
      165.0000  -1.344549   0.317492  -1.027057 
      170.0000  -1.317582   0.301866  -1.015716 
      175.0000  -1.352888   0.352626  -1.000263 
      180.0000  -1.328492   0.311807  -1.016685 
      185.0000  -1.406319   0.384490  -1.021829 
      190.0000  -1.359896   0.351345  -1.008551 
      195.0000  -1.408095   0.393809  -1.014285 
      200.0000  -1.348511   0.297472  -1.051040 
      205.0000  -1.372587   0.337070  -1.035517 
      210.0000  -1.329328   0.306377  -1.022951 
      215.0000  -1.331752   0.304639  -1.027113 
      220.0000  -1.304570   0.298956  -1.005614 
      225.0000  -1.318209   0.386064  -0.932145 
      230.0000  -1.308639   0.353226  -0.955413 
      235.0000  -1.318691   0.355395  -0.963296 
      240.0000  -1.282541   0.307333  -0.975207 
      245.0000  -1.305820   0.300554  -1.005266 
      250.0000  -1.305103   0.278471  -1.026633 
      255.0000  -1.371839   0.319257  -1.052581 
      260.0000  -1.390095   0.330900  -1.059195 
      265.0000  -1.391194   0.329560  -1.061634 
      270.0000  -1.313572   0.240142  -1.073430 
      275.0000  -1.334810   0.238677  -1.096133 
      280.0000  -1.400028   0.279323  -1.120706 
      285.0000  -1.301652   0.230540  -1.071112 
      290.0000  -1.326775   0.263275  -1.063500 
      295.0000  -1.357518   0.285348  -1.072169 
      300.0000  -1.380974   0.307042  -1.073932 
      305.0000  -1.367158   0.305342  -1.061816 
      310.0000  -1.334991   0.294145  -1.040846 
      315.0000  -1.353903   0.297485  -1.056419 
      320.0000  -1.323404   0.278986  -1.044418 
      325.0000  -1.387805   0.312041  -1.075764 
      330.0000  -1.371069   0.256151  -1.114918 
      335.0000  -1.436650   0.302477  -1.134173 
      340.0000  -1.367867   0.252224  -1.115643 
      345.0000  -1.346923   0.262119  -1.084805 
      350.0000  -1.370318   0.261696  -1.108622 
      355.0000  -1.342660   0.264755  -1.077905 
      360.0000  -1.401962   0.329129  -1.072833 
      365.0000  -1.384892   0.305461  -1.079430 
      370.0000  -1.363371   0.309233  -1.054138 
      375.0000  -1.378051   0.353125  -1.024926 
      380.0000  -1.401834   0.340271  -1.061563 
      385.0000  -1.301280   0.283274  -1.018006 
      390.0000  -1.363731   0.344122  -1.019609 
      395.0000  -1.330640   0.310983  -1.019657 
      400.0000  -1.314604   0.266395  -1.048209 
      405.0000  -1.385394   0.359572  -1.025822 
      410.0000  -1.378031   0.346814  -1.031217 
      415.0000  -1.378277   0.355909  -1.022368 
      420.0000  -1.371810   0.331100  -1.040710 
      425.0000  -1.294073   0.254162  -1.039911 
      430.0000  -1.399006   0.323315  -1.075691 
      435.0000  -1.352713   0.290272  -1.062441 
      440.0000  -1.400784   0.349156  -1.051628 
      445.0000  -1.368542   0.301357  -1.067185 
      450.0000  -1.322022   0.270106  -1.051917 
      455.0000  -1.352371   0.281990  -1.070381 
      460.0000  -1.387368   0.303050  -1.084318 
      465.0000  -1.384215   0.305404  -1.078811 
      470.0000  -1.377341   0.293345  -1.083996 
      475.0000  -1.345649   0.272814  -1.072834 
